,event_remaining_timegraph_gnn_k_2,event_remaining_timegraph_gnn_k_3,event_remaining_timegraph_gnn_k_4,event_remaining_timegraph_gnn_k_5,event_remaining_timegraph_gnn_k_6,event_remaining_timegraph_gnn_k_7,event_remaining_timegraph_gnn_k_8
baseline_MAE,1.0089572792783315,0.9313829249722209,1.1381444296656944,0.9908133432848008,1.192500913607081,1.0304166938571824,0.9703419400662137
train_MAE,1.0089572792783315,0.9313829249722209,1.1381444296656944,0.9908133432848008,1.192500913607081,1.0304166938571824,0.9703419400662137
val_MAE,1.0089572792783315,0.9313829249722209,1.1381444296656944,0.9908133432848008,1.192500913607081,1.0304166938571824,0.9703419400662137
test_MAE,1.0089572792783315,0.9313829249722209,1.1381444296656944,0.9908133432848008,1.192500913607081,1.0304166938571824,0.9703419400662137
time,41.75789785385132,33.63145852088928,49.83703088760376,36.904541015625,54.874436140060425,39.729254722595215,31.712634086608887
